startTime,endTime,type,subtype,source,assetExternalIds,source,sourceId,WORKORDER_DESC,WORKORDER_TITLE,MODPROJECT_TITLE,PMPROGRAM_NUMBER,WORKORDER_NUMBER,WORKORDER_STATUS,WORKPACKAGE_NAME,MODPROJECT_NUMBER,WORKORDER_DUEDATE,WORKORDER_COSTCODE,WORKORDER_ISACTIVE,WORKPACKAGE_NUMBER,WORKORDER_STATUSDESC,WORKORDER_CREATEDDATE,WORKORDER_ITEMSYSTEMS,WORKORDER_PLANNEDSTART,WORKORDER_PRIORITYDESC,WORKORDER_SHUTDOWNDESC,WORKORDER_DURATIONHOURS,WORKORDER_INTERVALVALUE,WORKORDER_TYPEANDMETHOD,WORKORDER_COMPLETIONDATE,WORKORDER_MAITENANCETYPE,WORKORDER_SCHEDULEDSTART,WORKORDER_SUMACTUALHOURS,WORKORDER_DESTINATIONAREA,WORKORDER_FAILUREMODECODE,WORKORDER_FAILUREMODENAME,WORKORDER_NOOFREPAIRITEMS,WORKORDER_TISLOCATIONCODE,WORKORDER_TISLOCATIONNAME,WORKORDER_HASCHECKLISTITEM,WORKORDER_INTERVALTYPECODE,WORKORDER_INTERVALTYPENAME,WORKORDER_INTERVALTYPEUNIT,WORKORDER_ISSAFETYCRITICAL,WORKORDER_MAITENANCEMETHOD,WORKORDER_OBSERVMETHODCODE,WORKORDER_OBSERVMETHODNAME,WORKORDER_STATUSACTIVEFLAG,WORKORDER_SUMESTIMATEHOURS,WORKORDER_ITEMINVOLVEDAREAS,WORKORDER_REQMATERIALSTATUS,WORKORDER_STATUSISCANCELLED,WORKORDER_STATUSISCOMPLETED,WORKORDER_STATUSLASTCHANGED,WORKORDER_SUMREMAININGHOURS,WORKORDER_LEADDISCIPLINEDESC,WORKORDER_PERCENTAGEPROGRESS,WORKORDER_CONDITIONBEFORECODE,WORKORDER_CONDITIONBEFORENAME,WORKORDER_GENERATEDBYPMPROGRAM,WORKORDER_HASSAFETYCRITCALPROC,WORKORDER_RETURNMATERIALSTATUS
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,6537406647266658,ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ,<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month),,PM-016440,FAO-082252,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:03,"00,65,65,65,65,65,65,65,47,47,47,47,47,85,85,85,85,85,85,85,85,85,84,84,81,81,81,81,80,80,60,60,48,48,47,47,47,47,47,45,45,40,40,40,32,32,31,31,31,31,23,23,23,13,13,11,11,11",2013-06-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,42,",PH,M5,PH,M5,PH,L8,PH,L8,PH,L7,PH,L7,PH,L7,PH,M5,PH,M5,PH,M5,PH,L8,PH,L8,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T04-02,PH,T14-02,PH,T15-02,PH,T15-02,PH,U12-02,PH,U12-02,PH,U02-02,PH,U02-02,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,U11-02,PH,U11-02,PH,U12-03,PH,U12-01,PH,T14-03,PH,U11-03,PH,U11-03,PH,U12-03,PH,U12-03,PH,U12-02,PH,U12-02,PH,T14-03,PH,U32-03,PH,U32-03,PH,T43-01,PH,T43-01,PH,T04-03,PH,T04-03,PH,T14-02,PH,T14-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T23-03,PH,T23-03,PH,T34-03,PH,T14-01,PH,T13-01",No need,YES,NO,2013-06-27T09:04:50,42,Onshore,0,,,YES,NO,No need
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,2757210265396515,ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ,<PH> CMR FOR SKF (*** month),,PM-016456,FAO-082254,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:07,"00,65,65,85,65,85,85,85,85,85,85,85,85,85,85,85,85,85,84,84,84,84,84,84,84,84,81,81,81,81,81,81,81,81,80,80,80,80,60,60,60,60,48,48,48,48,47,47,47,47,47,47,47,47,47,47,47,45,45,45,45,43,43,43,43,43,43,40,40,40,40,40,32,32,32,31,31,31,31,31,31,31,31,27,23,23,23,23,23,23,13,13,13,13,11,11,11,11,11,11,11,11,18,18,18,18,18",2013-06-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,24,",PH,L8,PH,L8,PH,T15-02,PH,T25-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,T15-02,PH,T15-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U02-02,PH,U02-02,PH,U02-02,PH,U02-02,PH,T04-02,PH,T04-02,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,U11-02,PH,U11-02,PH,U11-02,PH,U11-02,PH,U12-03,PH,U12-01,PH,U12-03,PH,U12-01,PH,U11-03,PH,T14-03,PH,T14-03,PH,U11-03,PH,U11-03,PH,U11-03,PH,U11-03,PH,U12-03,PH,U12-03,PH,U12-03,PH,U12-03,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,T14-01,PH,T33-03,PH,T14-01,PH,T14-01,PH,T33-03,PH,T33-03,PH,T14-03,PH,U32-03,PH,U32-03,PH,U32-03,PH,U32-03,PH,T43-01,PH,T43-01,PH,T43-01,PH,T04-03,PH,T04-03,PH,T04-03,PH,T04-03,PH,T14-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T44-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T23-03,PH,T23-03,PH,T23-03,PH,T23-03,PH,T34-03,PH,T34-03,PH,T34-03,PH,T34-03,PH,T14-01,PH,T14-01,PH,T13-01,PH,T13-01,IP,U10,IP,U10,IP,U10,IP,U10,IP,U10",No need,YES,NO,2013-06-27T08:55:26,24,Onshore,0,,,YES,NO,No need
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101,akerbp-cdp,6860705119685039,ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ,<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month),,PM-016459,FAO-082255,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:08,"00,65,65,65,65,65,65,65,47,47,47,47,47,85,85,85,85,85,85,85,85,85,84,84,81,81,81,81,80,80,60,60,48,48,47,47,47,47,47,45,45,40,40,40,32,32,31,31,31,31,23,23,23,13,13,11,11,11",2013-06-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,79,",PH,M5,PH,M5,PH,L8,PH,L8,PH,L7,PH,L7,PH,L7,PH,M5,PH,M5,PH,M5,PH,L8,PH,L8,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T15-02,PH,T04-02,PH,T14-02,PH,T15-02,PH,T15-02,PH,U12-02,PH,U12-02,PH,U02-02,PH,U02-02,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,U11-02,PH,U11-02,PH,U12-03,PH,U12-01,PH,T14-03,PH,U11-03,PH,U11-03,PH,U12-03,PH,U12-03,PH,U12-02,PH,U12-02,PH,T14-03,PH,U32-03,PH,U32-03,PH,T43-01,PH,T43-01,PH,T04-03,PH,T04-03,PH,T14-02,PH,T14-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T23-03,PH,T23-03,PH,T34-03,PH,T14-01,PH,T13-01",No need,YES,NO,2013-06-27T09:01:02,79,Onshore,0,,,YES,NO,No need
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,akerbp-cdp,3687309820726591,ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ,<PH> CMR FOR SCORE FOR ***-MAP (*** month),,PM-016450,FAO-082253,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:05,"00,85,85,85,85,80,80,43,43,42,42,40,40,31,31,31,31,27,27,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,14,14,14,14,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11",2013-06-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,10,",PH,T24-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,U22-01,PH,U22-01,PH,T14-01,PH,T14-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,T24-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,T44-02,PH,T44-02,PH,T44-02,PH,T44-02,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T23-02,PH,T23-02,PH,T03-02,PH,T03-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T25-01,PH,T25-01,PH,T24-01,PH,T24-01,PH,T03-02,PH,T03-02,PH,T13-03,PH,T13-03,PH,T13-03,PH,T13-03",No need,YES,NO,2013-06-27T08:58:04,10,Onshore,0,,,YES,NO,No need
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,akerbp-cdp,6845873544819421,ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ,<PH> CMR FOR BP FOR CONTROL VALVES (*** month),,PM-016617,FAO-082257,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:11,"00,16,16,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,83,83,80,80,80,80,80,80,80,80,47,47,47,47,47,47,47,47,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,40,40,32,32,31,31,31,31,27,27,27,27,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11",2013-06-01T00:00:00,Kan føre til produksjonsstans (utføres innen *** dager),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,5,",PH,T25-02,PH,T25-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U32-03,PH,U32-03,PH,L8,PH,L8,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U21-01,PH,U21-01,PH,U21-01,PH,U21-01,PH,T25-02,PH,T25-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,U12-01,PH,U12-01,PH,U12-01,PH,U12-01,PH,U11-03,PH,U11-03,PH,U11-03,PH,U11-03,PH,U21-01,PH,U21-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T24-02,PH,T24-02,PH,T43-02,PH,T43-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-02,PH,T34-02,PH,T34-01,PH,T34-01,PH,U32-03,PH,U32-03,PH,T43-01,PH,T43-01,PH,T34-03,PH,T34-03,PH,T24-02,PH,T24-02,PH,T34-01,PH,T34-01,PH,T44-02,PH,T44-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T33-01,PH,T33-01,PH,T33-01,PH,T33-01,PH,T34-02,PH,T34-02,PH,T33-01,PH,T33-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T44-02,PH,T44-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T34-02,PH,T34-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,U32-03,PH,U32-03,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T13-01,PH,T13-01,PH,T24-02,PH,T24-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02",No need,YES,NO,2013-08-07T15:55:43,5,Onshore,0,,,YES,NO,No need
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-ESDV-92551A;WMT:23-ESDV-92501A;WMT:23-ESDV-92501B;WMT:23-ESDV-92521;WMT:23-ESDV-92551B,akerbp-cdp,3856625312547133,ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ,<PH> CMR FOR BP FOR ON-OFF VALVES (*** month),,PM-016460,FAO-082256,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:09,"00,85,85,85,85,80,80,43,43,42,42,40,40,31,31,31,31,27,27,27,27,27,27,27,27,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,14,14,14,14,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11",2013-06-01T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,6,",PH,T24-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,U22-01,PH,U22-01,PH,T14-01,PH,T14-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,T04-02,PH,T04-02,PH,T14-02,PH,T14-02,PH,T24-01,PH,T24-01,PH,T24-01,PH,T24-01,PH,T44-02,PH,T44-02,PH,T44-02,PH,T44-02,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T23-02,PH,T23-02,PH,T24-03,PH,T24-03,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T25-01,PH,T25-01,PH,T24-01,PH,T24-01,PH,T03-02,PH,T03-02,PH,T13-03,PH,T13-03,PH,T13-03,PH,T13-03",No need,YES,NO,2013-06-27T09:03:09,6,Onshore,0,,,YES,NO,No need
1370070000000,1372550400000.0,Workorder,VAL,akerbp-cdp,WMT:23-LV-92521B;WMT:23-TV-92504;WMT:23-TV-92604B;WMT:23-LV-92521A;WMT:23-PV-96153,akerbp-cdp,6602921996188116,ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ,<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month),,PM-016626,FAO-082258,900,ONSHORE EST WORKPACKAGE FOR CONDITION MONITORING,,2013-06-30T00:00:00,,NO,WPG-005706,Kansellert,2013-03-26T18:09:12,"00,16,16,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,83,83,80,80,80,80,80,80,80,80,47,47,47,47,47,47,47,47,46,46,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,42,42,42,42,42,42,42,42,40,40,32,32,31,31,31,31,27,27,27,27,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,16,16,16,16,16,16,16,16,13,13,13,13,13,13,13,13,13,13,13,13,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11",2013-06-01T00:00:00,Kan føre til produksjonsstans (utføres innen *** dager),Under drift,0,1,MAI - Fixed calender,,MAI,2013-06-01T07:00:00,,,,,0,VAL,Valhall plattform,NO,MONTH,Month,month,NO,CALF,,,NOTACTIVE,4,",PH,T25-02,PH,T25-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U32-03,PH,U32-03,PH,L8,PH,L8,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U21-01,PH,U21-01,PH,U21-01,PH,U21-01,PH,T25-02,PH,T25-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,T14-02,PH,U12-01,PH,U12-01,PH,U12-01,PH,U12-01,PH,U11-03,PH,U11-03,PH,U11-03,PH,U11-03,PH,U21-01,PH,U21-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T24-02,PH,T24-02,PH,T43-02,PH,T43-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,U12-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-02,PH,T34-02,PH,T34-01,PH,T34-01,PH,U32-03,PH,U32-03,PH,T43-01,PH,T43-01,PH,T34-03,PH,T34-03,PH,T24-02,PH,T24-02,PH,T34-01,PH,T34-01,PH,T44-02,PH,T44-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T33-01,PH,T33-01,PH,T33-01,PH,T33-01,PH,T34-02,PH,T34-02,PH,T33-01,PH,T33-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T44-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T34-01,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T44-02,PH,T44-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T44-02,PH,T44-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T34-02,PH,T34-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,T25-02,PH,U32-03,PH,U32-03,PH,T43-02,PH,T43-02,PH,T43-02,PH,T43-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T23-02,PH,T13-01,PH,T13-01,PH,T24-02,PH,T24-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T33-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T34-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T24-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02,PH,T13-02",No need,YES,NO,2013-08-07T15:56:32,4,Onshore,0,,,YES,NO,No need
1370332203000,1418823993000.0,Workorder,VAL,akerbp-cdp,WMT:23-KA-9101-M01,akerbp-cdp,3309486332714278,Skifte *** på første trinn kompressor *** *** ***.,SD-*** VPH: SKIFTE *** *** KOMPRESSOR ,,,KAO-108034,600,KAO-ER FOR *** (MEKANISK),,2015-05-23T00:00:00,,NO,WPG-003573,Avsluttet,2013-06-04T07:50:03,"23,27,23,23",2015-11-25T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Utstyrs nedstenging,0,,MAI - Corrective,2014-12-17T13:46:33,MAI,,888,"VALHALL PH, ELECTRICAL",***,Innvendig lekkasje,2,VAL,Valhall plattform,NO,,,,NO,COR,OBS,Tilfeldig observasjon,NOTACTIVE,1109,"PH,T43-02,PH,T44-02,PH,T44-02,PH,T43-02",At destination,NO,YES,2014-12-17T13:46:33,0,Mekanisk,100,NA,"NA - Ikke arbeid på utstyr / Other, equipment not involved ",NO,NO,At destination
1370942922000,1376419026000.0,Workorder,VAL,akerbp-cdp,WMT:45-FO-96130,akerbp-cdp,304595590398983,*** på gass *** trinn *** til *** får for lite ***. Dette gjør at *** på *** alltid ligger *** alarm. For *** få mer *** til *** av *** skal *** *** byttes ut med nye som har større *** ***.,SD-*** SKIFTE *** *** FOR ***. TIL *** PH,"COW PH, RESIZING OF COOLING MEDIUM LINE ROS FOR COMPRESSOR MOTOR",,KAO-108238,600,VALHALL TAR ***,AFA-004334,2013-08-09T00:00:00,,NO,WPG-005637,Avsluttet,2013-06-11T09:28:42,"45,45,45,45,45",2013-10-01T07:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Revisjon (full shutdown),0,,MAI - Corrective,2013-08-13T18:37:06,MAI,,163,"VALHALL PH, MECHANICAL",***,Utilstrekkelig varmeoverføring,0,VAL,Valhall plattform,NO,,,,NO,COR,***,Produksjonsforstyrrelser,NOTACTIVE,237,",PH,T43-02,PH,T44-02,PH,T43-02,PH,T44-02",No need,NO,YES,2013-08-13T18:37:06,0,Tjenester,100,SICK,Syk / Sick - Alvorlig feil /  Degraded Failure,NO,NO,No need
1371106800000,1371026628000.0,Workorder,VAL,akerbp-cdp,WMT:23-TX-9103,akerbp-cdp,5004049688877292,Sjekk fall og om mulig *** dette slik at vi får fall på olje *** rør tilbake til *** olje system tank.,FEIL *** PÅ RØR FRA *** *** GAS *** ***,,,KAO-107525,600,TUR *** (***.***-***.***) ***,,2013-09-10T00:00:00,,NO,WPG-005372,Avsluttet,2013-05-21T11:49:49,23,2013-06-11T00:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Under drift,0,,MAI - Corrective,2013-06-12T08:43:48,MAI,2013-06-13T07:00:00,6,,***,Tilstoppet,0,VAL,Valhall plattform,NO,,,,NO,COR,PREV,Forebyggende vedlikehold,NOTACTIVE,24,"PH,T43-02",No need,NO,YES,2013-06-12T08:43:48,0,Mekanisk,100,NA,"NA - Ikke arbeid på utstyr / Other, equipment not involved ",NO,NO,No need
1371106800000,1371112628000.0,Workorder,VAL,akerbp-cdp,WMT:23-TSHH-96147-01,akerbp-cdp,7082242651488114,"PH *** kompressor seal gass, test av TSHH-***-*** ",SD-*** TEST AV TSHH-***,,,KAO-105282,600,VALHALL TAR ***,,2013-09-10T00:00:00,,NO,WPG-005637,Avsluttet,2013-03-20T09:07:33,23,2013-06-04T07:00:00,Ikke kritisk (utføres sammen med planlagt vedlikehold),Revisjon (full shutdown),0,,MAI - Corrective,2013-06-13T08:37:08,MAI,2013-06-13T07:00:00,12,,***,Uønsket drift,0,VAL,Valhall plattform,NO,,,,NO,COR,PREV,Forebyggende vedlikehold,NOTACTIVE,12,"PH,T43-02",No need,NO,YES,2013-06-13T08:37:08,0,Automasjon,100,OK,OK - (Barriere) funksjon ikke berørt / Function not influenced,NO,NO,No need
