"key","isCompleted","plannedStart","externalId","isSafetyCritical","workPackageNumber","endTime","status","durationHours","workOrderNumber","title","percentageProgress","startTime","actualHours","description","isCancelled","isActive","priorityDescription","dueDate","createdDate","programNumber"
"KAO-135349","true","2015-08-14T00:00:00","KAO-135349","NO","WPG-006698","1439653180000","600","0","KAO-135349","***-KA-*** CCC *** HØY TEMP","100","1439535600000","6","det er høy temp *** ***.*** satt litt åpne .Må sjekke ut hvorfor det er alarm på høy temp, har *** med *** *** ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2015-09-06T00:00:00","2015-07-09T02:27:24",""
"KAO-135880","true","2015-07-29T00:00:00","KAO-135880","NO","WPG-006699","1440575867000","600","0","KAO-135880","PH *** *** TRINNS ***","100","1441263600000","8","det kommer inn ccc alarm *** CCC *** data *** ***  for *** *** ***-XT-***ref *** ***   ","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2015-09-23T00:00:00","2015-07-26T15:27:52",""
"KAO-142187","true","2016-03-12T00:00:00","KAO-142187","NO","WPG-006806","1457903117000","600","0","KAO-142187","*** *** *** TIL ***.*** *** *** IKKE ÅPNE ***.","100","1457368692000","6","Den *** *** fra ******en kan ikke *** *** ******en.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2016-05-05T00:00:00","2016-03-07T16:38:12",""
"KAO-143190","true","2017-09-18T07:00:00","KAO-143190","NO","WPG-008136","1506953629000","600","0","KAO-143190","*** NEW BLOWDOWN ***","100","1506063600000","8","Etter *** *** er det funnet *** til *** som har for liten *** på *** ***.  Ref EQ:  ***-EQ-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-12-20T00:00:00","2016-04-14T11:53:13",""
"KAO-143342","true","2016-04-28T00:00:00","KAO-143342","NO","WPG-006162","1466790938000","600","0","KAO-143342"," SD-***.UTBEDRE FEIL PÅ NON-SIL *** ***","100","1466665200000","30","Det må *** feil *** til *** *** som ikke har ***: - *** *** *** til non-SIL slik at de ikke *** ***.","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-09-20T00:00:00","2016-04-21T15:40:47",""
"KAO-145520","true","2016-07-17T00:00:00","KAO-145520","NO","WPG-006816","1470213691000","600","0","KAO-145520","PH: *** *** PÅ *** OG *** TRINN ***","100","1469689200000","42","Det er *** at vi *** *** på *** og *** trinn ***  under drift og *** disse til *** for ***","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2016-09-13T00:00:00","2016-07-16T16:44:48",""
"KAO-145867","true","2016-08-11T00:00:00","KAO-145867","NO","WPG-006817","1470497558000","600","0","KAO-145867","BYTTE BRUKT *** PÅ KOMPRESSORER.","100","1470294000000","12","Det ble *** *** over *** på *** og *** tr kompressor etter *** fra land. Filter det ble lagt over fra skal byttes. Se *** for tag nr til *** ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2016-09-27T00:00:00","2016-07-30T00:46:14",""
"KAO-149443","true","2016-12-01T00:00:00","KAO-149443","NO","WPG-006825","1480668648000","600","0","KAO-149443","*** *** ***","100","1480611693000","18","***-TE-***-*** på *** ***.trinns kompressor *** ***","false","false","Fare for produksjonsstans (utføres innen *** dager)","2016-12-07T00:00:00","2016-12-01T17:01:33",""
"KAO-153187","true","2017-04-21T00:00:00","KAO-153187","NO","WPG-008309","1492800136000","600","0","KAO-153187","ESDV UT AV *** TRINN SCRUBBER, VÆSKE UT SITTER FAST.","100","1492756017000","6","ESDV UT AV *** TRINN SCRUBBER, VÆSKE UT SITTER FAST *** stengt ***. Det er litt høyt ***, men den burde likevel åpne. Sjekk instrumentering, evt ved hjelp av *** for *** *** ventil.","false","false","Fare for produksjonsstans (utføres innen *** dager)","","2017-04-21T06:26:57",""
"KAO-153521","true","2017-05-15T00:00:00","KAO-153521","NO","WPG-008311","1495045008000","600","0","KAO-153521","***-HV-***-***, KEY-*** SITTER FAST","100","1493953796000","12","***-HV-***-***, key-*** sitter fast","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2017-07-03T00:00:00","2017-05-05T03:09:56",""
"KAO-156888","false","2018-06-28T07:00:00","KAO-156888","NO","WPG-008843","null","300","null","KAO-156888","*** PH. *** *** ***.***. BYTTE *** ","null","1529686800000","null","null","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-09-19T00:00:00","2017-09-20T17:17:36",""
"KAO-157040","true","2017-09-28T07:00:00","KAO-157040","NO","WPG-008321","1506797011000","600","0","KAO-157040","PH. *** *** TRINNS ANTI SURGE: ***-***","100","1506582000000","6","*** ***-kontroll av *** *** på ***-FV-*** og ***-FV-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-12-26T00:00:00","2017-09-26T14:54:36",""
"KAO-157065","false","","KAO-157065","NO","","1511568000000","900","0","KAO-157065","VAL PH: UTBEDRE *** PÅ ***","0","1506509466000","","Montere *** ***-***/*** på ***.Der hvor det er *** bør de også *** da de er ***.Se *** da dette gjelder alle *** ***","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-11-25T00:00:00","2017-09-27T10:51:06",""
"KAO-157846","true","2017-10-29T00:00:00","KAO-157846","NO","WPG-008323","1509286792000","600","null","KAO-157846","*** TRINN ***. *** ER VANSKELIG *** ÅPNE FRA ***","null","1509260400000","null","null","false","false","Fare for produksjonsstans (utføres innen *** dager)","2017-11-01T00:00:00","2017-10-26T08:48:31",""
"KAO-165418","true","2018-08-25T07:00:00","KAO-165418","NO","WPG-008348","1535269806000","600","0","KAO-165418","*** *** *** ALARM PÅ ALLE ***","100","1535180400000","6","*** *** på alle fire ***. *** *** har *** god ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2018-11-22T00:00:00","2018-08-23T09:22:04",""
"KAO-167049","false","2019-06-10T00:00:00","KAO-167049","NO","WPG-006660","1575590400000","900","0","KAO-167049","*** *** *** PÅ *** VENTILER","0","1540412042000","","*** *** på alle *** ventilene *** *** når *** er ***. *** viser at det er større *** for lekkasje *** *** ventilene etter en shutdown ***/blowdown.","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-12-06T00:00:00","2018-10-24T20:14:02",""
"KAO-172312","true","2019-05-28T07:00:00","KAO-172312","NO","WPG-006660","1562143015000","600","0","KAO-172312","*** BYTTE *** PÅ *** ***","100","1559026800000","63","Bytte olje *** *** ***. *** for *** av *** (***).","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2019-08-25T00:00:00","2019-05-15T13:21:04",""
"KAO-177228","true","2019-12-03T00:00:00","KAO-177228","NO","WPG-009726","1576150449000","600","0","KAO-177228","LEKKASJE *** *** TRINNS ***","100","1575702000000","114","Det lekker *** / olje fra *** *** på ***. *** *** motor og *** og *** på ***. Bør sjekkes ***.","false","false","Kan føre til produksjonsstans (utføres innen *** dager)","2020-01-28T00:00:00","2019-11-30T04:34:09",""
"MAO-011211","true","2009-06-26T00:00:00","MAO-011211","NO","","1251877514000","600","0","MAO-011211","*** INSTALLASJON - *** UP *** H05 MC: ***-***","100","1240556375000","","*** INSTALLASJON - *** Up *** H05 MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-24T06:59:35",""
"MAO-011258","true","2009-06-26T00:00:00","MAO-011258","NO","","1264183671000","600","0","MAO-011258","***-INSTALLASJON - H05 SPOOL ***-GI-***-*** MC: ***","100","1240927535000","","INSTALLASJON - H05 SPOOL ***-GI-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T14:05:35",""
"MAO-011267","true","2009-06-26T00:00:00","MAO-011267","NO","","1436356334000","600","0","MAO-011267","***-INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***","0","1240928582000","","INSTALLASJON - H05 SPOOL ***-***-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T14:23:02",""
"MAO-011268","true","2009-06-26T00:00:00","MAO-011268","NO","","1260605904000","600","0","MAO-011268","***-INSTALLASJON - H05 SPOOL ***-PT-***-*** MC: ***","100","1240928807000","","INSTALLASJON - H05 SPOOL ***-PT-***-*** MC: ***-***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","","2009-04-28T14:26:47",""
"FAO-070704","true","2012-02-26T00:00:00","FAO-070704","NO","WPG-004838","1330971694000","600","0","FAO-070704","<PH> VEDLIKEHOLD VANNTÅKEANLEGG FOR KOMPRESSOR ***-KA-*** (*** ***","100","1330585200000","2","<***> Vedlikehold vanntåkeanlegg for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-03-26T00:00:00","2012-02-14T16:19:47","PM-012607"
"FAO-077062","true","2012-12-25T00:00:00","FAO-077062","NO","WPG-005362","1357744768000","600","0","FAO-077062","<PH> KONTROLL AV EX UTSTYR - ELEKTRO - *** DECK, ***","100","1357801200000","13","Kontroll av EX utstyr - Elektro - *** Deck, Production Area ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-02-22T00:00:00","2012-09-25T15:25:39","PM-014705"
"FAO-077207","true","2012-11-01T00:00:00","FAO-077207","NO","WPG-005699","1354117565000","600","0","FAO-077207","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","100","1353049200000","4","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-11-30T00:00:00","2012-10-23T13:14:45","PM-016460"
"FAO-078431","true","2012-12-01T00:00:00","FAO-078431","NO","WPG-005700","1356606169000","600","0","FAO-078431","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1354345200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-12-30T00:00:00","2012-11-16T16:16:34","PM-016440"
"FAO-078432","false","2012-12-01T00:00:00","FAO-078432","NO","WPG-005700","1356825600000","900","0","FAO-078432","<PH> CMR FOR SCORE FOR ***-MAP (*** month)","0","1354345200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-12-30T00:00:00","2012-11-16T16:16:39","PM-016450"
"FAO-078435","false","2012-12-01T00:00:00","FAO-078435","NO","WPG-005700","1356825600000","900","0","FAO-078435","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","0","1354345200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-12-30T00:00:00","2012-11-16T16:16:42","PM-016460"
"FAO-078436","false","2012-12-01T00:00:00","FAO-078436","NO","WPG-005700","1356825600000","900","0","FAO-078436","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1354345200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-12-30T00:00:00","2012-11-16T16:16:43","PM-016617"
"FAO-078437","false","2012-12-01T00:00:00","FAO-078437","NO","WPG-005700","1356825600000","900","0","FAO-078437","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1354345200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2012-12-30T00:00:00","2012-11-16T16:16:44","PM-016626"
"FAO-078443","false","2013-01-01T00:00:00","FAO-078443","NO","WPG-005701","1359504000000","900","0","FAO-078443","<PH> CMR FOR BP FOR CONTROL VALVES (*** month)","0","1359615600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP Engineering for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-01-30T00:00:00","2012-11-16T16:18:12","PM-016617"
"FAO-079068","false","2013-02-01T00:00:00","FAO-079068","NO","WPG-005702","1362182400000","900","0","FAO-079068","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1360825200000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-03-02T00:00:00","2012-11-30T11:04:52","PM-016440"
"FAO-079078","true","2013-03-26T00:00:00","FAO-079078","NO","WPG-005367","1364486863000","600","0","FAO-079078","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1364454000000","8","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-04-24T00:00:00","2012-11-30T11:32:11","PM-014055"
"FAO-079800","false","2013-03-01T00:00:00","FAO-079800","NO","WPG-005703","1364601600000","900","0","FAO-079800","<PH> CMR FOR SKF (*** month)","0","1363244400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-03-30T00:00:00","2012-12-27T09:17:46","PM-016456"
"FAO-081749","false","2013-05-01T00:00:00","FAO-081749","NO","WPG-005705","1369872000000","900","0","FAO-081749","<PH> CMR FOR BP FOR ROTATING EQUIPMENT (*** month)","0","1367391600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for rotating equipment ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-05-30T00:00:00","2013-02-26T09:52:24","PM-016459"
"FAO-082254","false","2013-06-01T00:00:00","FAO-082254","NO","WPG-005706","1372550400000","900","0","FAO-082254","<PH> CMR FOR SKF (*** month)","0","1370070000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-06-30T00:00:00","2013-03-26T18:09:07","PM-016456"
"FAO-082859","false","2013-05-01T00:00:00","FAO-082859","NO","WPG-005705","1369872000000","900","0","FAO-082859","<PH> *** OF SIL *** *** AND SIS (*** month)","0","1367391600000","","ONSHORE JOB - CM program for monitoring of BPCS loops credited in ***. ***-VPH-CM-*** - CMR for BP Engineering BPCS Loops","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-05-30T00:00:00","2013-04-25T14:10:07","PM-016682"
"FAO-083368","false","2013-07-01T00:00:00","FAO-083368","NO","WPG-005707","1375142400000","900","0","FAO-083368","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1378018800000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Kan føre til produksjonsstans (utføres innen *** dager)","2013-07-30T00:00:00","2013-05-09T14:24:30","PM-016626"
"FAO-084468","false","2013-08-01T00:00:00","FAO-084468","NO","WPG-005708","1377820800000","900","0","FAO-084468","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1375340400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-08-30T00:00:00","2013-06-11T19:01:56","PM-016440"
"FAO-084842","true","2013-08-26T00:00:00","FAO-084842","NO","WPG-005379","1378572388000","600","0","FAO-084842","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1378364400000","4","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-09-24T00:00:00","2013-07-14T22:39:21","PM-014055"
"FAO-086046","false","2013-11-01T00:00:00","FAO-086046","NO","WPG-005711","1385769600000","900","0","FAO-086046","<PH> CMR FOR *** OF SIL *** INSTR. AND SIS (*** month)","0","1384412400000","","ONSHORE JOB - CM program for monitoring of BPCS loops credited in ***. ***-VPH-CM-*** - CMR for BP Engineering BPCS Loops","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2013-11-30T00:00:00","2013-09-04T12:56:01","PM-016682"
"FAO-087616","false","2014-01-01T00:00:00","FAO-087616","NO","WPG-006457","1391040000000","900","0","FAO-087616","<PH> CMR FOR SKF (*** month)","0","1388559600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-01-30T00:00:00","2013-11-11T14:09:44","PM-016456"
"FAO-087621","false","2014-02-01T00:00:00","FAO-087621","NO","WPG-006457","1393718400000","900","0","FAO-087621","<PH> CMR FOR BP FOR ON-OFF VALVES (*** month)","0","1391238000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for BP for on-off valves ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-02T00:00:00","2013-11-11T14:10:00","PM-016460"
"FAO-087808","true","2014-01-01T00:00:00","FAO-087808","NO","WPG-006526","1393158146000","600","0","FAO-087808","<PH> ***. VENT./*** FOR KOMPRESSOR ***-KA-*** (*** ***","100","1392879600000","13","Vedlikehold ***-/*** for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-03-01T00:00:00","2013-11-11T16:34:56","PM-012508"
"FAO-087988","true","2014-04-17T00:00:00","FAO-087988","NO","WPG-006271","1400401210000","600","0","FAO-087988","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","100","1400137200000","7","Funksjonstest av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-15T00:00:00","2013-11-14T10:49:11","PM-014060"
"FAO-091001","false","2014-04-01T00:00:00","FAO-091001","NO","WPG-006457","1398816000000","900","0","FAO-091001","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1396335600000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-04-30T00:00:00","2014-01-27T13:26:40","PM-016440"
"FAO-091120","false","2014-05-01T00:00:00","FAO-091120","NO","WPG-006457","1401408000000","900","0","FAO-091120","<PH> CMR FOR SKF (*** month)","0","1398927600000","42","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-31T11:48:33","PM-016456"
"FAO-091121","false","2014-06-01T00:00:00","FAO-091121","NO","WPG-006457","1404086400000","900","0","FAO-091121","<PH> CMR FOR SKF (*** month)","0","1401606000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-01-31T11:48:33","PM-016456"
"FAO-091192","false","2014-08-01T00:00:00","FAO-091192","NO","WPG-006457","1409356800000","900","0","FAO-091192","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","0","1406876400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-08-30T00:00:00","2014-01-31T13:19:56","PM-016440"
"FAO-091208","false","2014-05-01T00:00:00","FAO-091208","NO","WPG-006457","1401408000000","900","0","FAO-091208","<PH> CMR FOR *** OF SIL *** INSTR. AND SIS (*** month)","0","1398927600000","","ONSHORE JOB - CM program for monitoring of BPCS loops credited in ***. ***-VPH-CM-*** - CMR for BP Engineering BPCS Loops","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-05-30T00:00:00","2014-01-31T13:19:59","PM-016682"
"FAO-094679","true","2014-06-01T00:00:00","FAO-094679","NO","WPG-006457","1403794629000","600","0","FAO-094679","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1401606000000","42","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-06-30T00:00:00","2014-05-26T08:57:52","PM-016440"
"FAO-095364","true","2014-08-26T00:00:00","FAO-095364","NO","WPG-006278","1408467098000","600","0","FAO-095364","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1409036400000","9","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2014-09-24T00:00:00","2014-06-13T21:17:53","PM-014055"
"FAO-098269","true","2015-02-05T00:00:00","FAO-098269","NO","WPG-006686","1425289536000","600","0","FAO-098269","<PH> ***. AV SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** ***","100","1424934000000","48","Vedlikehold av sikkerhetskritisk instrumentering System *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-06T00:00:00","2014-10-17T09:03:13","PM-016645"
"FAO-101360","true","2015-02-12T00:00:00","FAO-101360","NO","WPG-006686","1424765042000","600","0","FAO-101360","***, DETEKSJON AV GASSLEKKASJER (*** month)","100","1424329200000","175","INSPEKSJON AV VALHALL FOR GASSLEKKASJER ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-03-13T00:00:00","2015-01-16T08:42:29","PM-014545"
"FAO-103391","false","2015-06-01T00:00:00","FAO-103391","NO","WPG-007230","1435622400000","900","0","FAO-103391","<PH> CMR FOR *** FOR CONTROL VALVES (***) (*** month)","0","1433142000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for *** for Control Valves (***) ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-06-30T00:00:00","2015-03-25T10:01:16","PM-016626"
"FAO-103395","false","2015-08-01T00:00:00","FAO-103395","NO","WPG-007230","1440892800000","900","0","FAO-103395","<PH> CMR FOR *** OF SIL *** INSTR. AND SIS (*** month)","0","1438412400000","","ONSHORE JOB - CM program for monitoring of BPCS loops credited in ***. ***-VPH-CM-*** - CMR for BP Engineering BPCS Loops","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-08-30T00:00:00","2015-03-25T10:01:17","PM-016682"
"FAO-103716","true","2015-07-01T00:00:00","FAO-103716","NO","WPG-006695","1436315057000","600","0","FAO-103716","<PH> ***. VENT./*** FOR KOMPRESSOR ***-KA-*** (*** month","100","1435820400000","","Vedlikehold ***-/*** for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-07-30T00:00:00","2015-04-10T10:37:18","PM-012508"
"FAO-103954","true","2015-07-01T00:00:00","FAO-103954","NO","WPG-006700","1442081349000","600","0","FAO-103954","MEKANISK SJEKK AV *** VENTILER T33,T34 (*** month)","100","1441868400000","31","MEKANISK SJEKK AV *** VENTILER T33, T34 ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2015-09-28T00:00:00","2015-04-10T14:12:00","PM-018781"
"FAO-105871","true","2016-08-05T00:00:00","FAO-105871","NO","WPG-006162","1466169545000","600","0","FAO-105871","SD-***.***. AV SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (***","100","1466060400000","52","Vedlikehold av sikkerhetskritisk instrumentering System *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-11-02T00:00:00","2015-06-25T08:40:41","PM-016645"
"FAO-108811","true","2015-11-05T00:00:00","FAO-108811","NO","WPG-006705","1448103315000","600","0","FAO-108811","<PH> ***. AV SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** ***","100","1447916400000","12","Vedlikehold av sikkerhetskritisk instrumentering System *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-01-03T00:00:00","2015-09-08T12:58:24","PM-016653"
"FAO-108870","false","2015-12-17T00:00:00","FAO-108870","NO","WPG-006803","1452816000000","900","0","FAO-108870","***, DETEKSJON AV GASSLEKKASJER (*** month)","0","1453359600000","","INSPEKSJON AV VALHALL FOR GASSLEKKASJER ","true","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-01-15T00:00:00","2015-09-08T13:04:39","PM-014545"
"FAO-110425","true","2016-01-26T00:00:00","FAO-110425","NO","WPG-006803","1454140887000","600","0","FAO-110425","<PH> FUNKSJONSTEST AV ESDV VENTIL (*** month)","100","1453964400000","6","Funksjonstest av ESDV ventil ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-25T00:00:00","2015-11-03T17:51:47","PM-014060"
"FAO-111209","true","2016-02-27T00:00:00","FAO-111209","NO","WPG-007761","1456229071000","600","0","FAO-111209","REVIEW OF SIS LOP CONTROLLERS PERFORMANCE (*** month)","100","1456556400000","15","Performance review of IPL BPCS control loops credited in *** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-27T00:00:00","2015-11-24T09:48:44","PM-019771"
"FAO-111831","true","2016-03-01T00:00:00","FAO-111831","NO","WPG-007761","1458576420000","600","0","FAO-111831","<PH> CMR FOR ***-MAP, ON-OFF VALVES  (*** month)","100","1456815600000","6","ONSHORE JOB - Condition Monitoring Program (CMP) for SCORE for Critical ESD Valves & Actuators (***-MAP) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-03-30T00:00:00","2015-12-15T12:50:39","PM-016450"
"FAO-112645","true","2016-04-28T00:00:00","FAO-112645","NO","WPG-006810","1462073298000","600","0","FAO-112645","PH(***)- *** AV INTERLOCK VENTILER (*** month)","100","1461826800000","6","Inspeksjon av forriglinger og låste ventiler -PH ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-06-26T00:00:00","2016-01-08T13:57:24","PM-019530"
"FAO-115092","true","2016-06-01T00:00:00","FAO-115092","NO","WPG-007761","1465554519000","600","0","FAO-115092","<PH> CMR FOR GE BN SYSTEM *** AND TRENDMASTER (*** month)","100","1464764400000","","ONSHORE JOB - Condition Monitoring Program (CMP) for GE for rotating equipment (BN System1 and TredmasterPro.) ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-06-30T00:00:00","2016-04-01T09:15:12","PM-016440"
"FAO-115961","true","2016-07-01T00:00:00","FAO-115961","NO","WPG-006815","1468183322000","600","0","FAO-115961","<PH> ***. VENT./*** FOR KOMPRESSOR ***-KA-*** (*** month","100","1468220400000","4","Vedlikehold ***-/*** for kompressor ***-KA-*** ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-07-30T00:00:00","2016-04-01T10:52:05","PM-012508"
"FAO-116172","true","2016-07-26T00:00:00","FAO-116172","NO","WPG-006816","1469731900000","600","0","FAO-116172","<PH> SMØREOLJEPRØVE KOMPRESSORER  (*** month)","100","1469689200000","10","Smøreoljeprøve kompressorer  ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-08-24T00:00:00","2016-04-01T12:23:26","PM-014055"
"FAO-117022","true","2016-07-20T00:00:00","FAO-117022","NO","WPG-007761","1470241000000","600","0","FAO-117022","<PH> CMR FOR SKF (*** month)","100","1468998000000","","ONSHORE JOB - Condition Monitoring Program (CMP) for SKF for Oil Analysis and SW Pumps Vibration ","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2016-08-18T00:00:00","2016-05-20T11:46:13","PM-016456"
"FAO-117586","true","2016-11-05T00:00:00","FAO-117586","NO","WPG-006825","1480668772000","600","0","FAO-117586","<PH> SIKKERHETSKRITISK INSTRUMENTERING SYSTEM *** (*** MONTH)","100","1480575600000","24","Vedlikehold av sikkerhetskritisk instrumentering System *** *** og rutiner *** - Suppress ***","false","false","Ikke kritisk (utføres sammen med planlagt vedlikehold)","2017-01-03T00:00:00","2016-06-20T13:11:45","PM-016653"
