"key","startTime","externalId","description","workOrder","toBeDone","endTime","itemInfo","itemName","title","criticality","method","isCompleted"
"FAO-087808-06","1392879600000","FAO-087808-06","null","FAO-087808","true","1393158146000","PH 1STSTG COMPR ENCL AIRFILTER","23-PDT-96143","null","HIGH","Vedlikehold/Test","true"
"FAO-091057-01","1396335600000","FAO-091057-01","null","FAO-091057","true","1395638286000","PH STG1 COMPENCL AIROUT DAMPER","48-ZSH-96966A","null","HIGH","Vedlikehold/Test","true"
"FAO-091112-20","1393657200000","FAO-091112-20","null","FAO-091112","true","1395390052000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","Vedlikehold/Test","true"
"FAO-091124-10","1393657200000","FAO-091124-10","null","FAO-091124","true","1396137600000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-091188-10","1396335600000","FAO-091188-10","null","FAO-091188","true","1398816000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-091200-10","1391238000000","FAO-091200-10","null","FAO-091200","true","1393718400000","VRD - PH 1STSTGSUCTCOOL CM IN","23-TV-92504","null","MEDIUM","Vedlikehold/Test","false"
"FAO-091205-30","1404198000000","FAO-091205-30","null","FAO-091205","true","1406678400000","VRD - PH 1STSTGSUCTSCRUBBER LEVEL","23-LV-92521A","null","MEDIUM","Vedlikehold/Test","false"
"FAO-091208-10","1398927600000","FAO-091208-10","null","FAO-091208","true","1401408000000","PH 1STSTGCOMP SUCTION","23-TT-92533","null","HIGH","Vedlikehold/Test","false"
"FAO-091661-","1400742000000","FAO-091661-","null","FAO-091661","false","1400688594000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-092457-1","1403766000000","FAO-092457-1","null","FAO-092457","true","1403804693000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-093533-01","1401606000000","FAO-093533-01","null","FAO-093533","true","1403878674000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","Vedlikehold/Test","true"
"FAO-094946-","1407481200000","FAO-094946-","null","FAO-094946","false","1407334133000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-095466-01","1409554800000","FAO-095466-01","null","FAO-095466","true","1412035200000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","false"
"FAO-097215-01","1414825200000","FAO-097215-01","null","FAO-097215","true","1416567652000","VRD - 1ST STAGE COMPRESSOR GEAR UNIT","23-DB-9101","null","MEDIUM","Vedlikehold/Test","true"
"FAO-097216-01","1414825200000","FAO-097216-01","null","FAO-097216","true","1416834019000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-097538-01","1417417200000","FAO-097538-01","null","FAO-097538","true","1418634818000","VRD - PH 1STSTGSUCTCLR GAS IN","23-ESDV-92501A","null","SCE","Vedlikehold/Test","true"
"FAO-097816-","1416466800000","FAO-097816-","null","FAO-097816","false","1416340815000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-097817-","1418886000000","FAO-097817-","null","FAO-097817","false","1419098313000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-097877-01","1417417200000","FAO-097877-01","null","FAO-097877","true","1418912206000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-098260-04","1438844400000","FAO-098260-04","null","FAO-098260","true","1436117281000","PH STG1 COMPENCL WTR MIST CYL1","48-PT-96961","null","HIGH","Vedlikehold/Test","true"
"FAO-100256-","1421564400000","FAO-100256-","null","FAO-100256","false","1421828231000","VRD - 1ST STAGE COMPRESSOR PURGE UNIT","23-CX-9101","null","MEDIUM","","false"
"FAO-100296-","1422255600000","FAO-100296-","null","FAO-100296","false","1422189217000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-102210-01","1430463600000","FAO-102210-01","null","FAO-102210","true","1432733921000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-103376-01","1435734000000","FAO-103376-01","null","FAO-103376","true","1436366031000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-103716-01","1435820400000","FAO-103716-01","null","FAO-103716","true","1436315057000","PH STG1 COMPENCL AIR IN DAMPER","48-ZSL-96966B","null","HIGH","Vedlikehold/Test","true"
"FAO-105891-","1466060400000","FAO-105891-","null","FAO-105891","false","1466072438000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-105904-12","1464764400000","FAO-105904-12","null","FAO-105904","true","1465209249000","VRD - PH 1ST STAGE COMP. PURGE UNIT","23-PCV-96110","null","MEDIUM","Vedlikehold/Test","true"
"FAO-106465-1","1442646000000","FAO-106465-1","null","FAO-106465","true","1442640432000","PH 1STSTGSUCTCOOL GAS IN","23-YZSL-92445","null","HIGH","Vedlikehold/Test","true"
"FAO-108318-01","1448953200000","FAO-108318-01","null","FAO-108318","true","1449507170000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-109513-01","1454310000000","FAO-109513-01","null","FAO-109513","true","1455030896000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-110241-04","1452754800000","FAO-110241-04","null","FAO-110241","true","1453189502000","VRD - 1ST STAGE COMPPRESSOR ENCLOSURE OUTLET AIR FIRE DAMPER","23-GO-9115","null","SCE","Vedlikehold/Test","true"
"FAO-111209-1","1456556400000","FAO-111209-1","null","FAO-111209","true","1456229071000","SOFT TAG VRD - PH 1STSTG COMP SEAL GAS HTR","23-TIC-96147","null","LOW","Vedlikehold/Test","true"
"FAO-112614-","1461826800000","FAO-112614-","null","FAO-112614","false","1461776123000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-115094-01","1470034800000","FAO-115094-01","null","FAO-115094","true","1470403074000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-115095-01","1464764400000","FAO-115095-01","null","FAO-115095","true","1467244800000","VRD - PH 1STSTGSUCTCLR GAS IN","23-ESDV-92501A","null","SCE","Vedlikehold/Test","false"
"FAO-115134-4","1463641200000","FAO-115134-4","null","FAO-115134","true","1465516800000","VRD - MANUAL VALVE - CBAD10R","45-V-90353","null","LOW","Vedlikehold/Test","false"
"FAO-115961-01","1468220400000","FAO-115961-01","null","FAO-115961","true","1468183322000","PH STG1 COMPENCL AIR IN DAMPER","48-ZSH-96966B","null","HIGH","Vedlikehold/Test","true"
"FAO-117079-","1475305200000","FAO-117079-","null","FAO-117079","false","1475632399000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-117757-01","1472713200000","FAO-117757-01","null","FAO-117757","true","1473343044000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-119438-010","1505718000000","FAO-119438-010","null","FAO-119438","true","1504310400000","PH 1STSTGDISCCOOL GAS OUT","23-TT-92604A","null","HIGH","Vedlikehold/Test","false"
"FAO-119460-","1505818800000","FAO-119460-","null","FAO-119460","false","1506415515000","VRD - 1ST STAGE COMPRESSOR PURGE UNIT","23-CX-9101","null","MEDIUM","","false"
"FAO-119617-01","1480575600000","FAO-119617-01","null","FAO-119617","true","1482153469000","VRD - 1ST STAGE COMPRESSOR GEAR UNIT","23-DB-9101","null","MEDIUM","Vedlikehold/Test","true"
"FAO-120801-01","1483254000000","FAO-120801-01","null","FAO-120801","true","1484745639000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-120802-01","1485932400000","FAO-120802-01","null","FAO-120802","true","1486577919000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-120803-1","1509001200000","FAO-120803-1","null","FAO-120803","true","1490659200000","SOFT TAG VRD - PH 1STSTG COMP SEAL GAS HTR","23-TIC-96147","null","LOW","Vedlikehold/Test","false"
"FAO-121007-","1486623600000","FAO-121007-","null","FAO-121007","false","1486736320000","VRD - PH 1STSTGSUCTCLR GAS IN","23-ESDV-92501A","null","SCE","","false"
"FAO-121175-4","1487833200000","FAO-121175-4","null","FAO-121175","true","1488364266000","VRD - MANUAL VALVE - CBAD10R","45-V-90353","null","LOW","Vedlikehold/Test","true"
"FAO-121750-5","1502002800000","FAO-121750-5","null","FAO-121750","true","null","PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDP-92521","null","HIGH","Vedlikehold/Test","false"
"FAO-123680-4","1490252400000","FAO-123680-4","null","FAO-123680","true","1490439274000","PH 1STSTGSUCTCOOL GAS IN","23-YZSL-92445","null","HIGH","Vedlikehold/Test","true"
"FAO-123798-01","1491030000000","FAO-123798-01","null","FAO-123798","true","1491990892000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-124125-01","1491030000000","FAO-124125-01","null","FAO-124125","true","1490715035000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","Vedlikehold/Test","true"
"FAO-124170-01","1493622000000","FAO-124170-01","null","FAO-124170","true","1494957791000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-124263-10","1493362800000","FAO-124263-10","null","FAO-124263","true","1493522456000","VRD - PH 1STSTGDISCCOOL COOLMED OUT","45-HV-92609","null","LOW","Vedlikehold/Test","true"
"FAO-127821-01","1501570800000","FAO-127821-01","null","FAO-127821","true","1502357014000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-128013-10","1499410800000","FAO-128013-10","null","FAO-128013","true","1499570992000","PH 1STSTGCOMP ANTI-SURGE","23-FPSV-92543","null","HIGH","Vedlikehold/Test","true"
"FAO-129258-","1508137200000","FAO-129258-","null","FAO-129258","false","1507622017000","VRD - 2ND STAGE COMPRESSOR SKID","23-XX-9114","null","HIGH","","false"
"FAO-130662-","1509606000000","FAO-130662-","null","FAO-130662","false","1509727877000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-130812-","1509865200000","FAO-130812-","null","FAO-130812","false","1509619926000","VRD - PH 1STSTGDISCCOOL CM OUT","45-PT-92609","null","SCE","","false"
"FAO-131533-03","1520492400000","FAO-131533-03","null","FAO-131533","true","1520496231000","VRD - PH STG1 COMPENCL WTR MIST TK","48-PCV-96964","null","HIGH","Vedlikehold/Test","true"
"FAO-131571-04","1529650800000","FAO-131571-04","null","FAO-131571","true","1529764506000","VRD - 1ST STAGE COMPRESSOR WATER MIST VESSEL","48-TB-9159","null","SCE","Vedlikehold/Test","true"
"FAO-131574-02","1529650800000","FAO-131574-02","null","FAO-131574","true","1530721828000","PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDP-92521","null","HIGH","Vedlikehold/Test","false"
"FAO-132616-020","1529654400000","FAO-132616-020","null","FAO-132616","true","1529873493000","PH 1STSTGCOMP SUCT STR","23-PDT-92530","null","HIGH","Vedlikehold/Test","true"
"FAO-132866-2","1516950000000","FAO-132866-2","null","FAO-132866","true","1517118264000","VRD - 1ST STAGE COMPRESSOR GAS SEAL FILTER B","23-CB-9104B","null","HIGH","Vedlikehold/Test","true"
"FAO-132909-","1519282800000","FAO-132909-","null","FAO-132909","false","1519804280000","VRD - PH 1STSTGSUCTCLR GAS IN EQUAL","23-ESDV-92501B","null","SCE","","false"
"FAO-135697-","1528354800000","FAO-135697-","null","FAO-135697","false","1528829846000","VRD - 1ST STAGE COMPRESSOR SKID","23-XX-9106","null","HIGH","","false"
"FAO-135711-10","1522911600000","FAO-135711-10","null","FAO-135711","true","1523879470000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-137437-3","1532588400000","FAO-137437-3","null","FAO-137437","true","1532776187000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","","true"
"FAO-139626-01","1533106800000","FAO-139626-01","null","FAO-139626","true","1533665241000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-141202-","1559545200000","FAO-141202-","null","FAO-141202","false","1569628800000","VRD - 1ST STAGE COMPRESSOR GEAR UNIT","23-DB-9101","null","MEDIUM","","false"
"FAO-143796-1","1547881200000","FAO-143796-1","null","FAO-143796","true","1547771285000","VRD - 1ST STAGE COMPPRESSOR AUXILIARY LUBE OIL PUMP","23-PC-9109","null","MEDIUM","Vedlikehold/Test","true"
"FAO-143798-","1548313200000","FAO-143798-","null","FAO-143798","false","1548342234000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-143866-10","1548399600000","FAO-143866-10","null","FAO-143866","true","1548648088000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","true"
"FAO-144892-1","1548486000000","FAO-144892-1","null","FAO-144892","true","1548022730000","PH 1STSTGDISCHCLR GAS OUT EQ","23-HS-92551B-05","null","HIGH","Vedlikehold/Test","true"
"FAO-147641-01","1556694000000","FAO-147641-01","null","FAO-147641","true","1557237142000","VRD - 1ST STAGE COMPRESSOR GEAR UNIT","23-DB-9101","null","MEDIUM","Vedlikehold/Test","true"
"FAO-147645-01","1556694000000","FAO-147645-01","null","FAO-147645","true","1557229213000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-147646-01","1559372400000","FAO-147646-01","null","FAO-147646","true","1559731007000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","true"
"FAO-149163-010","1556953200000","FAO-149163-010","null","FAO-149163","true","1556990179000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","true"
"FAO-149465-","1565074800000","FAO-149465-","null","FAO-149465","false","1567555200000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","false"
"FAO-150498-","1568876400000","FAO-150498-","null","FAO-150498","false","1569209400000","VRD - PH 1STSTGSUCTCOOL GAS IN","23-YSV-92445","null","SCE","","false"
"FAO-153048-01","1577862000000","FAO-153048-01","null","FAO-153048","true","1580342400000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","false"
"FAO-153055-01","1596265200000","FAO-153055-01","null","FAO-153055","true","1598745600000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101-M01","null","SCE","Vedlikehold/Test","false"
"FAO-154420-","1596697200000","FAO-154420-","null","FAO-154420","false","1601769600000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","","false"
"FAO-154446-010","1596697200000","FAO-154446-010","null","FAO-154446","true","1601769600000","PH 1STSTG COMP INNER SEAL","23-PY-96153","null","MEDIUM","Vedlikehold/Test","false"
"FAO-155887-0203","1586934000000","FAO-155887-0203","null","FAO-155887","true","1590796800000","VRD - 1ST STAGE COMPRESSOR ENCLOSURE VENT FAN MOTOR B","23-GK-9107B","null","SCE","Vedlikehold/Test","false"
"IAO-018990-","1355986800000","IAO-018990-","null","IAO-018990","false","1356184179000","VRD - PH 1STSTGDISCHCOOLER B/D","23-YPSV-92545","null","MEDIUM","","false"
"IAO-021683-","1378537200000","IAO-021683-","null","IAO-021683","false","1378809252000","VRD - PH 1STSTG COMP MAIN OIL PUMP","23-PSV-96191","null","LOW","","false"
"IAO-021684-","1379142000000","IAO-021684-","null","IAO-021684","false","1378839366000","VRD - PH 1STSTG COMP MAIN OIL PUMP","23-PSV-96192","null","LOW","","false"
"IAO-024508-","1414306800000","IAO-024508-","null","IAO-024508","false","1414056774000","VRD - PH 1STSTGSUCTSCRUBBER","23-PSV-92527","null","SCE","","false"
"IAO-025040-","1418281200000","IAO-025040-","null","IAO-025040","false","1418495664000","PH 1STSTGCOMP HOT GAS BP","23-FPSV-92542","null","HIGH","","false"
"IAO-025098-","1423897200000","IAO-025098-","null","IAO-025098","false","1424274975000","VRD - PH 1STSTGDISCCOOL SHELL","45-PSV-92612","null","MEDIUM","","false"
"IAO-031419-2","1477551600000","IAO-031419-2","null","IAO-031419","true","1477580189000","PH 1STSTGCOMP HOT GAS BP","23-FPSV-92542","null","HIGH","Vedlikehold/Test","true"
"IAO-033326-","1501916400000","IAO-033326-","null","IAO-033326","false","1502005422000","VRD - PH 1STSTG COMP STANDBYOILPUMP","23-PSV-96190","null","LOW","","false"
"IAO-033718-","1516258800000","IAO-033718-","null","IAO-033718","false","1516784262000","VRD - PH 1STSTGSUCTSCRUBBER","23-PSV-92528","null","SCE","","false"
"IAO-033738-","1513839600000","IAO-033738-","null","IAO-033738","false","1513705495000","VRD - PH 1ST STG SUCT COOL SHELL","45-PSV-92514","null","MEDIUM","","false"
"IAO-033742-","1518678000000","IAO-033742-","null","IAO-033742","false","1518881448000","VRD - PH 1STSTGDISCCOOL SHELL","45-PSV-92613","null","MEDIUM","","false"
"KAO-096248-","1340307610000","KAO-096248-","null","KAO-096248","false","1371254400000","VAL,BRIDGES GENERAL","VAL,B00","null","","","false"
"KAO-098462-","1354172400000","KAO-098462-","null","KAO-098462","true","1354552511000","VRD - PH 1STSTGSUCTCOOL CM IN","23-TV-92504","null","MEDIUM","","false"
"KAO-103130-","1359010800000","KAO-103130-","null","KAO-103130","false","1359098832000","PH 1STSTG PSD TO CCC ASC ESD","23-FS-92543-06","null","HIGH","","false"
"KAO-116938-","1390383077000","KAO-116938-","null","KAO-116938","false","1391082259000","PH 1STSTGCOMPSEALGASBOOSTFLTR","23-PDT-96162","null","HIGH","","false"
"KAO-118687-","1397718000000","KAO-118687-","null","KAO-118687","false","1397987577000","VRD - PH 1STSTGDISCHCLR GAS OUT EQ","23-EXY-92551B-03","null","SCE","","false"
"KAO-120821-1","1399705200000","KAO-120821-1","null","KAO-120821","true","1407369600000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"KAO-120979-","1399278084000","KAO-120979-","null","KAO-120979","false","1411387110000","VRD - 1ST STAGE COMPRESSOR SEAL GAS PRESSURE BOOSTER","23-KB-9103","null","HIGH","","false"
"KAO-137978-","1444312295000","KAO-137978-","null","KAO-137978","false","1582675200000","VRD - 1ST STAGE COMPRESSOR ENCLOSURE VENT FAN MOTOR B","23-GK-9107B","null","SCE","","false"
"KAO-140419-","1514703600000","KAO-140419-","null","KAO-140419","false","1458636667000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","false"
"KAO-141722-1","1456383600000","KAO-141722-1","null","KAO-141722","true","1456391799000","PH 1STSTGCOMP SHAFT AXIAL POS","23-ZE-96107-03","null","MEDIUM","","true"
"KAO-141916-","1456390403000","KAO-141916-","null","KAO-141916","false","1465214646000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"KAO-141916-010","1456390403000","KAO-141916-010","null","KAO-141916","true","1465214646000","PH 1STSTGCOMP SHAFT AXIAL POS","23-ZE-96107-03","null","MEDIUM","","false"
"KAO-145176-","1472713200000","KAO-145176-","null","KAO-145176","false","1472660951000","PH 1STSTG COMPR ENCL AIR INLET","23-FSL-96141","null","HIGH","","false"
"KAO-145794-","1469691723000","KAO-145794-","null","KAO-145794","false","1500681600000","PH 1STSTG COMPR BAL PISTON LEAK","23-PDT-96167","null","HIGH","","false"
"KAO-146076-","1471503600000","KAO-146076-","null","KAO-146076","false","1472317585000","PH 1STSTG COMP THRUST BRG IN","23-TE-96103-03","null","MEDIUM","","false"
"KAO-155072-","1514444400000","KAO-155072-","null","KAO-155072","false","1514822296000","VRD - 1ST STAGE COMPRESSOR LUBE OIL COOLER B","23-HA-9107B","null","MEDIUM","","false"
"KAO-156967-","1559890800000","KAO-156967-","null","KAO-156967","false","1567555200000","VRD - PH 1STSTGCOMP HOT GAS BP","23-FV-92542","null","SCE","","false"
"KAO-162995-","1526166252000","KAO-162995-","null","KAO-162995","false","1526484620000","PH 1STSTGSUCTCLR COOLMED SPLY","45-TT-92506","null","HIGH","","false"
"KAO-165418-","1535180400000","KAO-165418-","null","KAO-165418","false","1535269806000","SOFT TAG VRD - PH 1STSTGCOMP ANTI-SURGE","23-FIC-92543","null","LOW","","false"
"KAO-173289-","1563260400000","KAO-173289-","null","KAO-173289","false","1563349645000","VRD - 1ST STAGE COMPRESSOR SEAL GAS PRESSURE BOOSTER","23-KB-9103","null","HIGH","","false"
"KAO-173380-","1562828400000","KAO-173380-","null","KAO-173380","false","1562867046000","PH 1STSTG COMPR ENCL AIR INLET","23-FSL-96141","null","HIGH","","false"
"KAO-175213-","1569999600000","KAO-175213-","null","KAO-175213","false","1570441570000","PH 1STSTGCOMP SUCTION STV","23-PV-92538","null","MEDIUM","","false"
"KAO-175397-","1569654000000","KAO-175397-","null","KAO-175397","false","1574294400000","PH 1STSTGCOMP ANTI-SURGE","23-FV-92543","null","MEDIUM","","false"
"KAO-176216-","1571938802000","KAO-176216-","null","KAO-176216","false","1602892800000","PH 1STSTGSUCTCOOL SHELL","45-PDT-92506","null","HIGH","","false"
"MAO-011268-","1240928807000","MAO-011268-","null","MAO-011268","false","1260605904000","VAL,BRIDGES GENERAL","VAL,B00","null","","","false"
"FAO-070737-","1334214000000","FAO-070737-","null","FAO-070737","false","1334420216000","VRD - 1ST STAGE COMP WATER MIST SYSTEM","23-SU-9113","null","SCE","","false"
"FAO-073832-","1341126000000","FAO-073832-","null","FAO-073832","false","1341057953000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-074558-","1347519600000","FAO-074558-","null","FAO-074558","false","1347371087000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-077069-10","1351234800000","FAO-077069-10","null","FAO-077069","true","1351525183000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","true"
"FAO-077524-","1371193200000","FAO-077524-","null","FAO-077524","false","1371112773000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-077524-10","1371193200000","FAO-077524-10","null","FAO-077524","true","1371112773000","PH 1STSTG COMP INNER SEAL","23-PY-96153","null","MEDIUM","","true"
"FAO-077671-","1371625200000","FAO-077671-","null","FAO-077671","false","1371286558000","VRD - 1ST STAGE COMPRESSOR WATER MIST SYSTEM","48-SU-9113","null","SCE","","false"
"FAO-078436-30","1354345200000","FAO-078436-30","null","FAO-078436","true","1356825600000","VRD - PH 1STSTGDISCCOOL COOLMED IN","23-TV-92604B","null","MEDIUM","","false"
"FAO-079006-3","1363244400000","FAO-079006-3","null","FAO-079006","true","1363594867000","PH 1STSTGDISCHCLR GAS OUT EQ","23-ESDP-92551B","null","HIGH","","false"
"FAO-079009-","1372921200000","FAO-079009-","null","FAO-079009","false","1372949887000","VRD - PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDV-92521","null","SCE","","false"
"FAO-079009-3","1372921200000","FAO-079009-3","null","FAO-079009","true","1372949887000","PH 1STSTGSUCTSCRUB LIQ OUT","23-ESDP-92521","null","HIGH","","true"
"FAO-079056-","1363244400000","FAO-079056-","null","FAO-079056","false","1363594844000","VRD - PH 1STSTGSUCTCLR GAS IN","23-ESDV-92501A","null","SCE","","false"
"FAO-079067-10","1360825200000","FAO-079067-10","null","FAO-079067","true","1362182400000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-079068-10","1360825200000","FAO-079068-10","null","FAO-079068","true","1362182400000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-079315-","1369551600000","FAO-079315-","null","FAO-079315","false","1367665382000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-080740-10","1364799600000","FAO-080740-10","null","FAO-080740","true","1367280000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-081746-10","1367391600000","FAO-081746-10","null","FAO-081746","true","1369872000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-082859-10","1367391600000","FAO-082859-10","null","FAO-082859","true","1369872000000","PH 1STSTG COMP SEPAR GAS","23-PT-96160-03","null","HIGH","Vedlikehold/Test","false"
"FAO-084473-10","1375340400000","FAO-084473-10","null","FAO-084473","true","1377820800000","VRD - PH 1STSTGSUCTCOOL CM IN","23-TV-92504","null","MEDIUM","","false"
"FAO-084842-","1378364400000","FAO-084842-","null","FAO-084842","false","1378572388000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-084860-30","1378018800000","FAO-084860-30","null","FAO-084860","true","1380499200000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","Vedlikehold/Test","false"
"FAO-084865-10","1378018800000","FAO-084865-10","null","FAO-084865","true","1380499200000","VRD - PH 1STSTGDISCCOOL COOLMED IN","23-TV-92604B","null","MEDIUM","","false"
"FAO-086045-30","1384412400000","FAO-086045-30","null","FAO-086045","true","1385769600000","VRD - PH 1STSTGSUCTSCRUBBER LEVEL","23-LV-92521B","null","MEDIUM","Vedlikehold/Test","false"
"FAO-086054-20","1385881200000","FAO-086054-20","null","FAO-086054","true","1387356952000","VRD - PH 1STSTGDISCHCLR GAS OUT","23-ESDV-92551A","null","SCE","Vedlikehold/Test","true"
"FAO-087540-2","1391583600000","FAO-087540-2","null","FAO-087540","true","null","PH 1STSTG COMP SEPAR GAS","23-PT-96160-03","null","HIGH","Vedlikehold/Test","false"
"FAO-087613-10","1391238000000","FAO-087613-10","null","FAO-087613","true","1393718400000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-087618-10","1388559600000","FAO-087618-10","null","FAO-087618","true","1391040000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-087622-30","1388559600000","FAO-087622-30","null","FAO-087622","true","1391040000000","PH 1STSTG COMP INNER SEAL","23-PV-96153","null","MEDIUM","Vedlikehold/Test","false"
"FAO-087808-","1392879600000","FAO-087808-","null","FAO-087808","false","1393158146000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","","false"
"FAO-087989-1","1400137200000","FAO-087989-1","null","FAO-087989","true","1400401199000","V-MAP PRESS.INP 1.STG DISCHCLR GAS OU EQ","23-PT-92551B-11","null","HIGH","Vedlikehold/Test","true"
"FAO-091017-30","1398927600000","FAO-091017-30","null","FAO-091017","true","1401408000000","PH 1STSTG COMP INNER SEAL","23-PV-96153","null","MEDIUM","Vedlikehold/Test","false"
"FAO-091019-10","1396335600000","FAO-091019-10","null","FAO-091019","true","1398816000000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
"FAO-091130-20","1393657200000","FAO-091130-20","null","FAO-091130","true","1395390341000","VRD - PH 1STSTGSUCTCLR GAS IN","23-ESDV-92501A","null","SCE","Vedlikehold/Test","true"
"FAO-091191-10","1404198000000","FAO-091191-10","null","FAO-091191","true","1406678400000","VRD - 1ST STAGE COMPRESSOR","23-KA-9101","null","HIGH","Vedlikehold/Test","false"
